,0
1586,신흥별
1587,사수자리
1588,마르스
1589,백서향
1590,대왕조
1591,차차웅
1592,리스펙
1593,가왕신화
1594,사무사
1595,굿모닝제주
1596,함성소리
1597,파워포인트
1598,한라비전
1599,신화
1600,한라왕자
1601,영원한빛
1602,신우여신
1603,그레잇킹
1604,명성질주
1605,질주영웅
1606,로미오
1607,멘탈
1608,누마루
1609,전농미르
1610,삼관우승
1611,새세상
1612,대청봉
1613,딩고
1614,노을사랑
1615,비상기운
1616,성공여왕
1617,청정수
1618,전농혁신
1619,아라미소
1620,광해여제
1621,계포일낙
1622,성공승리
1623,호시우행
1624,항해
1625,누리호
1626,초롱무
1627,가왕
1628,고랑몰라
1629,몬딱
1630,킹코브라
1631,빛의요정
1632,탐라의힘
1633,명문대부
1634,무림황후
1635,대성공
1636,성산황후
1637,제주정복
1638,다크호스
1639,청룡도
1640,도담
1641,신대륙
1642,백설공주
1643,얼룩돌풍
1644,비상신호
1645,소나타
1646,비상선언
1647,대명사
1648,라스트퀸
1649,북극성
1650,산호섬
1651,햇살정기
1652,일류천하
1653,조약돌
1654,경성해피
1655,제주태풍
1656,전투왕
1657,금수강산
1658,낭만블루
1659,현무진
1660,제주시대
1661,붉을홍
1662,선행공주
1663,번개킹
1664,서부히어로
1665,캡틴우주
1666,와흘질주
1667,직선질주
1668,초원의강자
1669,설향
1670,강남제국
1671,지존보배
1672,명품일호
1673,금촌
1674,낙화유수
1675,월드신화
1676,쾌재
1677,유비군자
1678,명가으뜸
1679,산천초목
1680,발라카스
1681,신의능력
1682,강남신화
1683,변산여걸
1684,성진보배
1685,우승계단
1686,오라도끼
1687,전승대로
1688,어스칼
1689,으뜸진
1690,카라향
1691,연풍연가
1692,지존무상
1693,오호장군
1694,초고수
1695,최고권력
1696,포스트한라
1697,별빛최강
1698,달천왕
1699,쾌보
1700,억수로
1701,캡틴파도
1702,와흘산맥
1703,태풍
1704,백록하늘
1705,일월천
1706,열정가득
1707,푸른날
1708,백두정복
1709,선수필승
1710,꿈돌콩
1711,용천비상
1712,비상사태
1713,금불환
1714,서귀명장
1715,정의사도
1716,천하비상
1717,거친바다
1718,위미공주
1719,오라챔프
1720,반격카드
1721,봉성미인
1722,명성스타
1723,마고여신
1724,서풍
1725,포의지교
1726,골든뷰
1727,꿈드림
1728,천하신공
1729,매스틱
1730,천상공주
1731,신기전
1732,완전성공
1733,광령대로
1734,햇살이
1735,남문대로
1736,명가소리
1737,봉성여걸
1738,참나리
1739,진프린스
1740,청정가도
1741,구마지심
1742,경성윈드
1743,도시스타
1744,천문신동
1745,장타바람
1746,성공가두
1747,낭만세상
1748,무림영웅
1749,원더풀선양
1750,장백천산
1751,천년미래
1752,미래최강
1753,서귀플라이
1754,위너퀸
1755,도시여걸
1756,선봉장
1757,비밀병기
1758,단디고
1759,황제로
1760,백호전사
1761,추임새
1762,수호초
1763,비스트
1764,중문보스
1765,진주별
1766,걸작탄생
1767,찬스강
1768,영웅신
1769,만수로
1770,흑룡여왕
1771,대성여신
1772,태무진
1773,탐라도
1774,자유날개
1775,비궁
1776,천하독존
1777,천비왕자
1778,기탄
1779,대세강자
1780,양대신화
1781,신황태자
1782,진흥여장
1783,왕다운
1784,백야명성
1785,국대
1786,푸른신호등
1787,승치
1788,달천왕비
1789,전승시대
1790,청룡여제
1791,새소식
1792,황용
1793,일대전사
1794,전설여걸
1795,그린리더
1796,비상돌격
1797,청룡퀸
1798,금지옥엽
1799,동심만리
1800,서귀보배
1801,신평화
1802,대륙질주
1803,서문대로
1804,탐라드림
1805,비룡투사
1806,청마신화
1807,소로기
1808,명품황후
1809,당산보스
1810,한백여왕
1811,태산수
1812,드림명성
1813,부안대장
1814,서부검객
1815,일출명마
1816,전설파도
1817,유성질주
1818,명품세계
